episode,stage,reward,avg_reward,MSE,timeframe,steps,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
1179,1,56.8926,30.7882,0.196,2323,6410,0.095,100,0.51,50000,7201.21,1,1,19.999(24.998%)(0.000m),24.000(24.000%)(0.429m),26.000(26.000%)(0.643m),29.000(29.000%)(0.964m),16.669(20.837%)(0.000m),14.065(35.162%)(0.436m),11.737(29.342%)(0.186m),141.081,1125.101
1180,1,20.0730,30.6965,0.198,965,2644,0.094,75,0.51,50000,2953.94,0,0,12.000(15.000%)(0.000m),20.000(20.000%)(0.000m),43.000(43.000%)(2.464m),30.000(30.000%)(1.071m),19.709(24.636%)(0.000m),11.000(27.500%)(0.107m),13.871(34.678%)(0.415m),103.385,1506.073
1181,1,39.5874,30.7472,0.217,1632,4344,0.094,90,0.51,50000,5089.01,0,0,18.804(23.505%)(0.000m),32.000(32.000%)(1.286m),33.261(33.261%)(1.421m),17.217(17.217%)(0.000m),10.509(13.137%)(0.000m),13.229(33.073%)(0.346m),10.509(26.273%)(0.055m),226.745,1410.987
1182,1,54.8353,31.0913,0.219,2097,5614,0.094,95,0.51,50000,6126.46,0,0,16.661(20.827%)(0.000m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),28.000(28.000%)(0.857m),23.918(29.897%)(0.420m),11.703(29.258%)(0.183m),16.972(42.430%)(0.747m),0.000,1411.051
1183,1,10.1690,31.0230,0.181,345,856,0.094,40,0.51,50000,1127.61,0,0,34.000(42.500%)(1.500m),36.000(36.000%)(1.714m),41.000(41.000%)(2.250m),22.937(22.937%)(0.315m),11.905(14.882%)(0.000m),40.000(100.000%)(3.214m),9.896(24.739%)(0.000m),596.661,2076.527
1184,1,13.0300,30.4679,0.232,476,1315,0.094,55,0.51,50000,1392.80,0,0,14.000(17.500%)(0.000m),27.000(27.000%)(0.750m),33.000(33.000%)(1.393m),31.000(31.000%)(1.179m),23.000(28.750%)(0.321m),10.000(25.000%)(0.000m),17.510(43.774%)(0.805m),62.563,854.971
1185,1,39.1763,30.6259,0.255,1420,3881,0.093,90,0.51,50000,4122.57,0,0,19.684(24.605%)(0.000m),23.000(23.000%)(0.321m),38.000(38.000%)(1.929m),23.000(23.000%)(0.321m),21.744(27.180%)(0.187m),13.929(34.822%)(0.421m),15.388(38.470%)(0.577m),0.000,1400.430
1186,1,45.2896,31.2624,0.205,2062,5552,0.093,95,0.51,50000,6411.57,0,0,16.679(20.849%)(0.000m),20.000(20.000%)(0.000m),21.000(21.000%)(0.107m),25.000(25.000%)(0.536m),14.000(17.500%)(0.000m),11.741(29.353%)(0.187m),10.000(25.000%)(0.000m),0.000,1330.064
1187,1,42.9105,31.4472,0.213,1416,3869,0.093,90,0.51,50000,4582.80,0,0,21.116(26.394%)(0.120m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),16.000(20.000%)(0.000m),14.885(37.213%)(0.523m),11.000(27.500%)(0.107m),0.000,1567.596
1188,1,35.2172,31.9177,0.210,1486,4025,0.093,90,0.51,50000,4758.02,0,0,22.190(27.738%)(0.235m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),22.000(22.000%)(0.214m),13.805(17.257%)(0.000m),15.744(39.359%)(0.615m),9.668(24.169%)(0.000m),0.000,1705.002
