episode,stage,reward,avg_reward,MSE,timeframe,steps,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
1079,1,7.5880,20.9845,0.234,257,666,0.116,35,0.00,50322,643.04,0,0,59.308(74.134%)(4.212m),21.000(21.000%)(0.107m),20.000(20.000%)(0.000m),21.000(21.000%)(0.107m),67.642(84.553%)(5.105m),40.000(100.000%)(3.214m),40.000(100.000%)(3.214m),0.000,818.870
1080,1,19.3345,20.8399,0.256,1049,2797,0.115,75,0.00,50427,2537.55,0,0,20.725(25.907%)(0.078m),31.000(31.000%)(1.179m),33.000(33.000%)(1.393m),25.000(25.000%)(0.536m),16.388(20.484%)(0.000m),14.639(36.598%)(0.497m),11.505(28.763%)(0.161m),0.000,2036.486
1081,1,22.9270,21.0172,0.241,822,2171,0.115,70,0.00,50510,1975.47,0,0,19.079(23.848%)(0.000m),39.862(39.862%)(2.128m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),17.000(21.250%)(0.000m),13.496(33.740%)(0.375m),12.000(30.000%)(0.214m),0.000,1352.834
1082,1,7.1738,20.7149,0.199,228,604,0.115,35,0.00,50533,562.08,0,0,23.000(28.750%)(0.321m),22.000(22.000%)(0.214m),24.000(24.000%)(0.429m),35.000(35.000%)(1.607m),45.521(56.902%)(2.734m),40.000(100.000%)(3.214m),40.000(100.000%)(3.214m),0.000,726.458
1083,1,14.5950,20.2258,0.200,534,1548,0.115,60,0.00,50587,1303.54,0,0,17.254(21.568%)(0.000m),36.676(36.676%)(1.787m),39.000(39.000%)(2.036m),21.000(21.000%)(0.107m),27.000(33.750%)(0.750m),12.128(30.321%)(0.228m),19.000(47.500%)(0.964m),0.000,1036.895
1084,1,17.0556,20.3658,0.213,853,2369,0.114,75,0.00,50673,2062.52,0,0,17.411(21.763%)(0.000m),21.000(21.000%)(0.107m),20.000(20.000%)(0.000m),34.900(34.900%)(1.596m),16.254(20.317%)(0.000m),12.241(30.603%)(0.240m),11.404(28.509%)(0.150m),0.000,1363.965
1085,1,5.8675,20.0143,0.226,312,820,0.114,40,0.00,50705,778.45,0,0,12.695(15.868%)(0.000m),26.951(26.951%)(0.745m),49.000(49.000%)(3.107m),31.000(31.000%)(1.179m),24.000(30.000%)(0.429m),9.653(24.133%)(0.000m),31.000(77.500%)(2.250m),168.995,1732.291
1086,1,17.5689,20.1553,0.246,856,2378,0.114,75,0.00,50791,2008.69,0,0,22.613(28.267%)(0.280m),35.000(35.000%)(1.607m),38.000(38.000%)(1.929m),28.000(28.000%)(0.857m),18.460(23.075%)(0.000m),16.009(40.022%)(0.644m),12.984(32.460%)(0.320m),3.416,1257.923
1087,1,38.9295,20.7409,0.290,1382,3798,0.114,85,0.00,50930,3331.26,0,0,20.187(25.233%)(0.020m),23.000(23.000%)(0.321m),38.000(38.000%)(1.929m),30.000(30.000%)(1.071m),25.098(31.373%)(0.546m),14.262(35.655%)(0.457m),17.834(44.585%)(0.839m),0.000,1196.271
1088,1,8.5301,20.6704,0.237,249,703,0.113,40,0.00,50955,641.28,0,0,11.325(14.157%)(0.000m),20.767(20.767%)(0.082m),49.000(49.000%)(3.107m),41.000(41.000%)(2.250m),28.000(35.000%)(0.857m),9.895(24.737%)(0.000m),25.000(62.500%)(1.607m),284.455,944.615
